750767.268307,592175.832676,Jeżewo,MOP I Jeżewo,8,10,0
753603.352428,593336.073201 ,Radule,MOP II Radule,60,250,20
763012.194307,596086.031574,Złotoria,MOP II Złotoria,52,150,10
750644.519985,688229.622242,Rudniki ,MOP III Rudniki Południe,40,24,2
724859.053482,580193.815347 ,Gosie Małe,MOP II Kołaki,62,20,3
727651.437349,582349.286400 ,Kossaki-Borowe,Mop III  Kossaki ,63,15,5
476222.91,640470.10,Gajewo,MOP I Gajewo,32,23,3
476178.11,642285.11,Gajewo,MOP I Gajewo,32,23,3
480584.04,608667.41,Malankowo,MOP II Malankowo,163,35,8
480693.89,608948.71,Malankowo,MOP II Malankowo,175,35,8
481571.81,599328.81,Drzonowo,MOP I Drzonowo,51,14,3
481688.22,599250.51,Drzonowo,MOP I Drzonowo,59,21,3
482811.24,586367.84,Nowy Dwór,MOP I Nowy Dwór,48,13,4
482734.80,586496.00,Nowy Dwór,MOP I Nowy Dwór,32,15,3
482192.95,571996.07,Nowa Wieś,MOP III Nowa Wieś,63,18,4
482244.53,571736.39,Nowa Wieś,MOP II Nowa Wieś,121,29,7
481273.24,559679.47,Otłoczyn zach.,MOP II,127,29,6
481445.67,559345.18,Otłoczyn wsch.,MOP II,141,46,6
490105.08,544112.32,Kałęczynek zach.,MOP I,30,32,3
490285.53,543830.24,Kałęczynek wsch.,MOP I,36,35,3
495163.88,532254.12,Machnacz płd.,MOP III,83,17,5
495469.28,532226.02,Machnacz płn.,MOP II,133,38,7
500744.21,522479.06,Ludwinowo płd.,MOP I,30,22,2
501015.26,522367.90,Ludwinowo płn.,MOP I,23,20,2
512842.95,511058.96,Lubień płd.,MOP III,144,33,5
513098.83,511033.69,Lubień płn.,MOP II,92,26,4
524213.83,497161.22,Strzelce płd.,MOP I,30,35,6
524302.36,497165.36,Strzelce płn.,MOP I,33,27,6
475924.84,703209.59,KLESZCZEWKO,MOP I Kleszczewko,29,24,2
476088.88,702888.38,KLESZCZEWKO,MOP I Kleszczewko,29,24,2
475681.95,669180.66,OLSZE,MOP II Olsze,57,22,2
475803.13,669510.33,OLSZE,MOP II Olsze,64,15,2
487112.51,715386.40,KOSZWAŁY,MOP II Koszwały,47,25,2
501317.09,282082.47,gm. Bobrowniki,MOP I Dobieszowice Zachód,75,33,2
501023.31,281888.99,gm. Bobrowiniki,MOP I Dobieszowice Wschód,70,13,3
481912.90,278333.17,gm. Zbrosławice,MOP III Wieszowa Północ,169,81,2
481423.95,278132.35,gm. Zbrosławice,MOP II Wieszowa Południe,128,54,9
478705.34,258955.78,gm. Knurów,MOP I Knurów Zachód,63,14,2
478799.00,258717.13,gm. Knurów,MOP I Knurów Wschód,63,14,2
475897.84,245456.45,m. Żory,MOP II Rowień Zachód,64,35,0
475957.63,245232.61,m. Żory,MOP II Rowień Wschód,96,18,0
465129.01,232395.80,gm. Mszana,MOP III Mszana Północ,161,21,6
456593.28,284450.07,gm. Rudziniec,MOP I Chechło,59,17,1
456941.48,284230.20,gm. Rudziniec,MOP I Proboszczowice,59,40,1
468096.74,271383.42,gm. Sośnicowice,MOP II Kozłów,90,35,6
467975.82,271952.27,gm. Sośnicowice,MOP II Rachowice,91,30,7
491766.00,264904.00,Ruda Śląska,MOP III Wirek,99,48,0
491413.00,265028.00,Ruda Śląska,MOP II Halemba,70,35,0
521097.00,253513.00,Jaworzno,MOP III Kępnica,50,50,0
521611.00,253503.00,Jaworzno,MOP III Zastawie,50,30,0
515541.00,269546.00,Sosnowiec,MOP II - Stacja Paliw Shell,22,7,0
507731.00,253372.00,Lędziny,MOP II - Stacja Paliw Orlen,15,21,0
513889.00,266791.00,Sosnowiec,MOP II - Stacja Paliw BP,15,8,0
507485.00,253111.00,Lędziny,MOP II - Stacja Paliw Orlen,16,18,0
494256.57,216115.29,Jasienica,Stacja Shell Mc Donald Jasienica 75,50,10,0
491893.00,215293.00,Świętoszówka,Stacja Shell Świętoszówka,50,6,0
487976.00,214207.00,Pogórze,Stacja paliw Orlen Pogórze 25,20,20,0
478707.00,210936.00,Ogrodzona,MOP Ogrodzona stacja paliw BP Ogrodzona 166 Dębowicec,10,35,0
478266.00,210891.00,Gumna,MOP Gumna stacja paliw BP Gumna 124 Dębowiec,10,40,0
475119.00,211017.00,Cieszyn,MOP Cieszyn stacja paliw ARGE ul. Graniczna 55,10,18,0
474774.00,211003.00,Cieszyn,MOP Cieszyn stacja paliw ARGE ul. Graniczna 50,36,38,0
627448.32,353247.56,Suchedniów,MOP II Suchedniów Zachód,59,15,0
622324.78,346791.71,Występa,MOP I Występa Zachód ,25,10,4
604395.52,331542.15,Szewce,MOP II Szewce Wschód ,37,16,0
604457.56,331663.86,Szewce,MOP II Szewce Zachód ,40,16,0
622105.31,346548.95,Występa,Parking ****** (Występa Wschód) ,42,12,0
585575.07,300006.02,Ludwinów,MOP I Ludwinów,38,24,4
588577.52,303982.96,Potok Mały,MOP I Potok Mały,40,15,2
554338.67,246028.85,Morawica gm. Liszki,MOP III Morawica,50,24,0
555287.10,246296.49,Aleksandrowice gm. Zabierzów,MOP II Aleksandrowice,43,21,0
595892.71,236551.45,gm. Kłaj,MOP III Kłaj,130,55,0
596203.68,236474.81,gm. Kłaj,MOP II Stanisławice,89,38,0
635108.64,243487.74,gm. Wierzchosławice,MOP II Rudka,93,40,0
635423.83,243200.86,gm. Wierzchosławice,MOP II Komorów,110,49,0
581605.82,239454.25,Zakrzów gm Niepołomice,MOP I Zakrzów,76,39,0
581716.95,239546.33,Podłęże gm Niepołomice,MOP I Podłęże,76,36,0
616165.63,237982.45,gm. Brzesko,MOP I Bagno,56,28,0
615462.63,238021.21,gm. Brzesko,MOP I Mokrzyska,56,28,0
726113.90,396387.68,Markuszów,MOP II Markuszów Północ,86,28,3
725686.92,396476.93,Markuszów,MOP III Markuszów Południe,93,35,3
533312.58,480299.09,gm. Krzyżanów,MOP II Krzyżanów Zachód,54,55,10
533305.36,479553.31,gm. Krzyżanów,MOP III Krzyżanów Wschód,32,31,10
537270.99,460253.13,gm. Głowno,MOP I Głowno Zachód,33,40,7
537343.00,460095.81,gm. Głowno,MOP I Głowno Wschód,33,39,7
545379.27,441841.25,gm. Nowosolna,MOP I Skoszewy Wschód,60,40,5
545379.27,441841.25,gm. Nowosolna,MOP I Skoszewy Zachód,60,40,5
541707.88,426396.95,miasto Łódź gm. Brójce,MOP II Wiśniowa Góra Wschód,30,22,4
541707.88,426396.95,miasto Łódź gm. Brójce,MOP III Wiśniowa Góra Zachód,30,22,4
491803.91,463120.32,gm. Świnice Warckie,MOP I Kozanki,35,20,20
491487.62,463255.20,gm. Uniejów,MOP I Zaborów,28,20,20
512389.44,453111.70,gm. Parzęczew,MOP II Chrząstów,114,26,6
512037.45,453249.06,gm. Parzęczew,MOP III Chrząstów,178,38,8
528211.43,450368.78,gm. Zgierz,MOP I Ciosny Północ,33,12,8
527933.32,450412.38,gm. Zgierz,MOP I Ciosny Południe,33,11,11
538675.12,447463.38,gm. Stryków,PPO Stryków,16,8,0
538110.23,447586.62,gm. Stryków,PPO Stryków,16,8,0
548905.64,448406.23,gm. Dmosin,MOP III Nowostawy,181,60,25
548337.41,448215.21,gm. Dmosin,MOP II Niesułków,133,45,15
569034.52,463108.72,gm. Łyszkowice,MOP II Parma,130,45,15
568626.62,462697.27,gm. Łyszkowice,MOP II Polesie,130,45,15
584974.47,468419.47,gm. Bolimów,MOP I Bolimów,30,10,4
584524.33,468369.43,gm.Bolimów,MOP I Mogiły,30,10,4
466716.71,387773.70,Chojny gm. Lututów,MOP II Chojny,50,23,8
466946.06,388068.80,Chojny gm. Lututów,MOP I Chojny,45,23,8
478885.47,406620.87,Dąbrowa Wielka gm. Sieradz,MOP I Dąbrowa Wielka,55,22,8
478883.98,407074.50,Dąbrowa Wielka gm. Sieradz,MOP II Dąbrowa Wielka,60,22,8
495388.04,412127.91,Paprotnia gm. Zapolice,MOP II Paprotnia,55,26,4
495852.65,412099.34,Paprotnia gm. Zapolice,MOP I Parotnia,55,22,8
505951.39,409632.22,Sięganów gm. Łask,MOP I Sięganów,55,22,8
505951.39,409632.22,Sięganów gm. Łask,MOP II Sięganów,65,25,5
530431.08,418668.97,gm. Rzgów,MOP I Guzew Północ,53,22,8
530101.87,418614.96,gm. Rzgów,MOP II Guzew Południe,53,25,5
556778.38,402287.15,gm. Wolbórz,Parking dla ADR Wolbórz,bd,3,0
557393.45,402944.62,gm. Wolbórz,Parking dla ADR Wolbórz,bd,3,0
590779.20,440059.69,gm. Rawa Maz.,Parking dla ADR Przewodowice,bd,3,0
547275.52,397486.99,Piotrków Tryb,obiekt obsługi uczestników ruchu drogowego,15,10,0
547275.52,397486.99,Piotrków Tryb,obiekt obsługi uczestników ruchu drogowego,70,bd,15
554227.08,399551.05,Proszenie ,obiekt obsługi uczestników ruchu drogowego Proszenie,50,40,20
560288.02,404391.68,Studzianki,obiekt obsługi uczestników ruchu drogowego,15,30,10
560958.33,404676.05,Studzianki,obiekt obsługi uczestników ruchu drogowego,30,20,10
561534.89,404766.68,Studzianki,obiekt obsługi uczestników ruchu drogowego,100,38,10
563176.30,405919.80,Jadwigów,obiekt obsługi uczestników ruchu drogowego,30,50,10
578191.14,420158.87,Lechów,obiekt obsługi uczestników ruchu drogowego,15,15,5
582302.76,424336.52,Wólka Jagielczyńska,obiekt obsługi uczestników ruchu drogowego,20,20,5
584982.32,430470.05,Podlas,obiekt obsługi uczestników ruchu drogowego,20,bd,2
584982.32,430470.05,Podlas,obiekt obsługi uczestników ruchu drogowego,20,20,0
595095.83,444858.87, Chrzczonowice,Parking dla ADR,bd,3,0
554206.77,399599.49,Proszenie,obiekt obsługi uczestników ruchu drogowego,20,9,0
554206.77,399599.49,Proszenie,obiekt obsługi uczestników ruchu drogowego,300,bd,50
557222.39,402786.99,Wolbórz,obiekt obsługi uczestników ruchu drogowego,20,20,10
558297.39,403477.62,Wolbórz,obiekt obsługi uczestników ruchu drogowego,20,30,10
560759.89,404651.05,Studzianki,obiekt obsługi uczestników ruchu drogowego,20,30,10
562849.59,405719.27,Studzianki,obiekt obsługi uczestników ruchu drogowego,35,20,10
564903.64,406847.93,Jadwigów,obiekt obsługi uczestników ruchu drogowego,10,15,10
572113.02,414225.27,Jakubów,obiekt obsługi uczestników ruchu drogowego,40,70,10
579697.22,421743.63,Czerniewice,obiekt obsługi uczestników ruchu drogowego,20,30,10
581558.57,423449.85,Wólka Jagielczyńska,obiekt obsługi uczestników ruchu drogowego,15,8,2
585050.29,430727.08,Podlas,obiekt obsługi uczestników ruchu drogowego,50,15,5
600672.94,452253.64,Huta Zawadzka,obiekt obsługi uczestników ruchu drogowego,15,15,bd
527103.39,697076.84,Nowe Pole,Nowa Holandia Nowe Pole 1B 82-310 Elbląg 2, MOP II (docelowo MOP III),80,20,5
529586.76,696956.53,Elbląg,Auto Kompleks Oaza ul. Bursztynowa 2 82-310 Elbląg - Gronowo Górne MOP III,20,5,5
532690.01,693919.42,Komorowo Żuławskie,Stacja Paliw Lukoil Komorowo Żuławskie 82-300 Elbląg,30,10,5
539984.86,690539.92,Rzeczna,BP Amazonka Rzeczna 30 14-400 Pasłęk,13,5,0
548219.60,669670.06,Sople,MOP II (docelowo MOP III),106,35,5
548211.78,669143.03,Sople,MOP II,130,28,5
551974.71,660270.81,Liksajny,MOP I (docelowo MOP II),121,17,6
552050.20,660034.51,Majdany Wielkie,MOP I (docelowo MOP II),117,17,6
568827.66,642351.60,Grabin,MOP I,118,17,6
569140.35,641911.10,Grabin,MOP I,118,17,6
586294.00,628174.10,Lutek,MOP I (docelowo MOP II),38,24,3
587620.51,624912.48,Witramowo,Shell Witramowo 30 11-015 Olsztynek MOP II,100,70,0
588843.90,617303.50,Rączki,ORLEN Rączki 34 13-100 Nidzica,40,20,0
387917.54,323356.80,gm. Grodków,MOP I Wierzbnik,52,25,0
389642.45,322005.63,gm. Olszanka,MOP I Jankowice Wielkie,53,21,0
405254.60,312847.27,gm. Niemodlin,MOP III Młyński Staw,190,62,5
404797.18,313173.84,gm. Niemodlin,MOP II Rzędziwojowice,163,49,2
419188.98,300981.26,gm. Prószków,MOP I Przysiecz,34,36,0
419479.03,300740.71,gm. Prószków,MOP I Prószków,51,34,0
440630.30,288678.89,gm. Leśnica,MOP III Wysoka,158,33,0
440335.97,288669.50,gm. Leśnica,MOP II Góra Św. Anny,100,27,0
308746.20,503913.78,Nowy Tomyśl,MOP I Wytomyśl,25,12,3
308746.20,503913.78,Nowy Tomyśl,MOP I Kozielaski,25,12,3
328264.82,505359.73,Szamotuły,MOP III Sędzinko,53,23,3
328264.82,505359.73,Szamotuły,MOP II Zalesie,48,18,3
345599.03,500724.75,Poznański,MOP I Dopiewiec,25,12,3
345599.03,500724.75,Poznański,MOP I Konarzewo,25,12,3
370053.20,497549.74,Poznański,MOP II Tulce,42,33,3
370053.20,497549.74,Poznański,MOP III Krzyżowniki,45,23,3
392337.77,495849.79,Września,MOP I Chwałszyce,25,33,3
392337.77,495849.79,Września,MOP I Targowa Górka,25,33,3
408153.27,492893.07,Września,MOP II Sołeczno,33,23,3
408153.27,492893.07,Września,MOP II Gozdowo,29,18,3
417333.01,489061.89,Słupca,MOP I Skarboszewo,25,12,3
428383.35,484483.27,Słupca,MOP I Lądek,25,12,3
440047.53,479648.00,Koniński,MOP III Osiecza,94,23,3
440047.53,479648.00,Koniński,MOP II Osiecza,48,18,3
450595.17,476495.22,Koniński,MOP I Żdżary,16,8,0
450595.17,476495.22,Koniński,MOP I Żdżary,21,8,0
462853.34,476399.70,pow. turecki,Mop Leonia ,28,12,3
462853.34,476399.70,pow. turecki,MOP Kuny,36,15,4
474984.51,474365.05,pow. kolski,MOP III Police,33,37,4
474984.51,474365.05,pow. kolski,MOP II Łęka,42,39,3
484379.88,470155.52,pow. kolski,MOP Cichmiana ,25,12,3
484379.88,470155.52,pow. kolski,MOP Sobótka,25,12,3
396330.08,516838.70,gm. Łubowo,MOP III Łubowo,43,21,3
396330.08,516838.70,gm. Łubowo,MOP II Pierzyska,43,21,3
386862.57,508940.71,gm. Kostrzyn,MOP I Wagowo,20,15,3
386862.57,508940.71,gm. Kostrzyn,MOP I Sanniki,20,15,3
377604.15,501387.00,gm. Kostrzyn,MOP II Siekierki,20,15,5
377604.15,501387.00,gm. Kostrzyn,MOP II Czerlejno,20,15,5
344797.22,427355.58,gm. Bojanowo,MOP Golina Wielka,40,55,10
344797.22,427355.58,gm. Bojanowo,MOP Trzebosz,70,59,10
344797.22,427355.58,gm. Rawicz,MOP Dębno,28,63,12
344797.22,427355.58,gm. Rawicz,MOP folwark,30,44,14
406779.82,526628.36,gm. Mieleszyn,MOP I Łabiszynek,55,38,3
407113.02,527476.16,gm. Mieleszyn,MOPI  Modliszewko,55,38,3
347930.46,502992.17,Palędzie,MOP Palędzie,43,26,5
347910.56,503205.56,Skórzewo,MOP Skórzewo,43,27,5
445383.31,378875.88,gm. Sokolniki,MOP Ochędzyn,45,43,3
448581.35,382164.95,gm. Sokolniki,MOP Niwiska,46,43,3
659066.86,250312.31,gm. Jastrząbka,MOP I Jastrząbka,158,43,10
658715.76,250062.47,gm. Jawornik,MOP I Jawornik,158,43,10
679831.00,250684.00,gm. Dębica,MOP II Paszczyna Południe **,79,45,5
680337.00,250862.00,gm. Dębica,MOP III Paszczyna Północ **,84,43,5
703123.00,253133.00,gm. Świlcza,MOP I Dąbry,172,40,12
703600.00,253048.00,gm. Świlcza,MOP I Bratkowice,175,40,12
500527.47,221005.14,gm. Krasne i Czarna,MOP II  Łukawiec **,55,37,0
500520.79,221030.01,gm. Czarna,MOP III  Palikówka **,57,31,0
500646.44,222428.16,gm. Białobrzegi,MOP I Budy,54,16,0
500642.37,222430.12,gm. Białobrzegi,MOP I Młyniska,54,16,0
758360.37,242616.94,gm. Pawłosiów,MOP III Pawłosiow **,68,25,0
758269.62,242957.51,gm. Pawłosiow,MOP II Cieszacin **,68,25,0
768371.83,234754.09,gm. Orły,MOP I Zamiechów,47,18,2
768443.27,234420.71,gm. Chłopice,MOP I Kaszyce,47,18,2
788639.34,239023.02,gm. Radymno,MOP II Chotyniec **,104,27,5
788351.19,238821.17,gm. Stubno,MOP III Hruszowice **,104,176,5
205809.07,613603.91,Wysoka,MOP II Wysoka Zachód,91,23,2
205990.31,613652.86,Wysoka,MOP III Wysoka Wschód,87,25,3
213355.58,595979.45,Kunowo,MOP I Kunowo Zachód,34,12,3
213505.86,596039.77,Kunowo,MOP I Kunowo Wschód,34,12,3
223094.38,584254.15,Sitno,MOP II Sitno Wschód,119,25,2
222932.99,584240.92,Sitno,MOP III Sitno Zachód,87,35,5
222923.41,643328.32,Żdżary,MOP II Żdżary,48,4,0
221941.81,639389.99,Łozienica,MOP II Łozienica,52,5,0
220414.09,630447.04,Kliniska,MOP II Kliniska,25,13,0
195432.34,617907.62,Barnisław,MOP II Barnisław,47,24,0
195384.19,617730.35,Barnisław,MOP II Barnisław,71,84,0
197385.24,618210.83,Kołbaskowo,MOP II Kołbaskowo,27,31,0
472757.30,600223.00,gm. Baranów,MOP III Baranów,90,43,6
472494.01,600073.74,gm. Baranów,MOP II Baranów,150,34,6
477980.15,615412.95,gm. Brwinów,MOP II Brwinów,90,34,6
477836.68,615198.63,gm. Brwinów,MOP III Brwinów,150,43,6
485462.46,685764.99,gm. Jakubów,MOP I Moczydła,48,17,8
485277.24,685744.58,gm. Jakubów,MOP I Jędrzejów,64,25,7
609466.67,510089.83,Zakroczym,MOP II stacja paliw Statoil Polska,25,20,0
627621.09,447558.61,WORÓW,MOP,35,20,10
627412.20,446211.61,Grójec,MOP,28,0,0
629341.22,442542.62,Skurów,MOP,10,0,0
629300.40,442479.92,Skurów,MOP,60,6,4
631763.15,432883.30,BRONISZEW,MOP,27,4,0
631917.67,432746.14,BRONISZEW,MOP,30,10,10
633334.78,427525.37,PROMNA,MOP,20,20,4
633552.40,426973.05,Promna Kolonia ,MOP,7,4,2
627412.20,446211.61,Sucha Wschodnia,MOP,50,2,1
636602.65,418916.34,SUCHA,MOP,40,10,10
639057.99,414154.89,KIEŁBÓW,MOP,20,5,5
639869.47,413474.38,GÓZD,MOP,20,20,4
645627.34,408426.65,GÓZD,MOP,15,10,4
642787.56,410388.81,ŻDŹARY,MOP,10,10,4
602530.87,455003.07,Gurba,MOP Gurba,20,15,0
459785.09,606105.58,Radziejowice,MOP Radziejowice,15,5,0
609131.70,460921.02,Krze,MOP Krze,12,10,0
614714.31,463771.91,Żabia Wola,MOP Żabia Wola,5,10,0
616410.67,465096.15,Przeszkoda,MOP Przeszkoda,10,10,0
652718.46,510814.12,Emilianów,MOP II Emilianów ,20,20,0
655784.32,512744.26,Małopole,MOP II Małopole,101,50,0
657646.07,514091.39,Trojany ,MOP II Trojany ,20,20,0
520007.45,663427.91,GAJ,MOP GAJ,40,3,0
228283.51,376412.14,gm. Zgorzelec,MOP III Żarska Wieś Północ,80,56,3
228187.49,376299.32,gm.Zgorzelec,MOP III Żarska Wieś Południe,80,71,5
262960.42,388974.36,gm.Bolesławiec,MOP III Kraśnik Dolny,55,50,3
377182.00,332304.00,gm.Oława,MOP III Oleśnica Mała,82,47,3
376980.00,332418.00,gm. Wiązów,MOP II Witowice,86,45,3
244974.39,381925.24,Czerna ,MOP I Czerna Południe,27,14,3
245104.76,382120.06,Czerna ,MOP I Czerna Północ,27,14,3
364899.00,345157.00,gm. Żórawina,MOP I Krajków Południe,36,25,0
365136.00,344883.00,gm. Żórawina,MOP I Krajków Północ,24,24,0
374190.40,374747.40,Michałowice gm. Długołęka ,MOP III Michałowice Południe,110,46,3
374981.10,374799.40,Michałowice gm. Długołęka ,MOP III Michałowice Północ,102,31,0
395052.30,375736.60,Jonas gm. Oleśnica,MOP I Jonas Południe,36,24,4
395506.90,376055.20,Jonas gm. Oleśnica,MOP I Jonas Północ,36,24,4
411501.30,381596.40,Syców,MOP I Syców Południe,36,24,4
412465.50,381896.50,Syców,MOP I Syców Północ,36,24,4
265208.91,391171.53,Lipiany,MOP I Lipiany,8,6,3
276339.36,383509.28,Krzywa,Parking Krzywa,16,9,0
288797.41,377099.50,Strupice,Parking Strupice,17,2,0
289243.37,376787.87,Pawlikowice,Parking Pawlikowice,4,1,0
306471.19,368796.26,Gniewomierz,Parking Gniewomierz,20,6,0
204063.91,504274.70,Słubice,MOP II Gnilec,65,101,3
203743.73,504319.81,Słubice,MOP II Sosna,65,111,3
238431.65,502490.53,Sulęcin,MOP I Koryta,28,40,3
238809.78,502473.30,Sulęcin,MOP I Walewice,28,40,3
280952.84,499093.91,Międzyrzecz,MOP II Chociszewo,93,54,3
280539.45,498881.47,Świebodzin,MOP II Rogozieniec,93,50,3
238339.00,553953.00,Marwice gm. Lubiszyn,MOP I Marwice Zachód,51,23,3
238438.00,553706.00,Marwice gm. Lubiszyn,MOP I Marwice Wschód,53,23,3
265456.63,525248.23,Skwierzyna,MOP I Popowa Zachód,67,30,3
265596.08,525201.55,Skwierzyna,MOP I Popowo Wschód,67,30,3
265703.88,479973.93,Świebodzin,MOP I Kępsko Zachód,74,36,3
265826.51,479830.24,Świebodzin,MOP I Kępsko Wschód,74,36,3
265314.50,454363.31,gm. Zielona Góra,MOP Racula,15,30,0
211474.83,428501.24,gm. Tuplice,MOP II Jagłowice,49,35,4
211572.00,428404.00,gm. Tuplice,MOP III Trzebiel,40,10,0
